,y_true,y_lasso,y_enet,,,
389,-0.008181416,0.013984069,0.015620191,,0.000491309,0.000566516
390,-0.222178484,0.01453323,0.01664405,,0.056032435,0.057036203
391,-0.2392442,0.01453323,0.01664405,,0.064402984,0.065478796
392,-0.243574306,0.01453323,0.01664405,,0.0666195,0.067713593
393,-0.187282916,0.01453323,0.01664405,,0.040729757,0.041586207
394,-0.163594683,0.01453323,0.01664405,,0.031729554,0.032486001
395,-0.210461724,0.01453323,0.01664405,,0.050622729,0.051577033
396,-0.244847867,0.01453323,0.01664405,,0.067278554,0.068378023
397,-0.230329273,0.01453323,0.01664405,,0.059957646,0.060995823
398,-0.22294262,0.01453323,0.01664405,,0.056394779,0.057401773
399,-0.216829528,0.01453323,0.01664405,,0.053528726,0.054509912
400,-0.183207521,0.01453323,0.01664405,,0.039101405,0.039940651
401,-0.197471403,0.01453323,0.01664405,,0.044945964,0.045845427
402,-0.093203412,0.01554787,0.018535752,,0.011826841,0.012485641
403,-0.079483303,0.01554787,0.018535752,,0.009030924,0.009607735
404,-0.123387654,0.01554787,0.018535752,,0.01930308,0.020142253
405,-0.023034851,0.01554787,0.018535752,,0.001488626,0.001728115
406,0.041645666,0.01554787,0.018535752,,0.000681095,0.000534068
407,0.151014541,0.01554787,0.018535752,,0.018351219,0.01755063
408,-0.166507999,0.01554787,0.018535752,,0.033144339,0.03424119
409,-0.086931362,0.01554787,0.018535752,,0.010501993,0.011123312
