,0,1,2,3
0,23885.0,16579.160253462185,65605.64180395432,-4032860.0700440705
1,3571.0,5871.499551567396,-16048.25151755981,-4671321.4880128205
2,47.0,-117.91248006178603,69132.52090189286,1635320.5705809295
3,14519.0,6794.158939311425,20179.922075484472,-956976.7966065705
4,2002.0,3408.692961186952,-11418.7146480339,-1086131.0212159455
5,8480.0,7152.441344551968,-6923.6047146575875,-1060083.322973758
6,7383.0,299.1218604030255,33950.83867046662,-1841344.9821534455
7,6040.0,4520.112072949032,55278.33371231385,-3620939.280005008
8,3.0,-26.954948489222716,28343.611593459325,2305363.4045653045
9,1531.0,1809.4172734613903,-60521.00911214523,708564.4026121795
10,284.0,391.205469948527,-18639.99191930465,-2113235.8786378205
11,2300.0,2107.3367350775084,20684.128799651342,1123008.2190184295
12,9298.0,4348.565045680552,62369.202185843664,1876514.3557371795
13,3111.0,1575.921956019633,-6515.695564057154,-662246.946020633
14,280.0,254.68736096761586,-47193.78868034057,-3362147.5231690705
15,9364.0,7079.524912391049,-14639.349698330683,-3372162.4626221955
16,10.0,315.7187549432251,-18444.87511327438,-1603182.541723758
17,153.0,-96.2674094569893,29799.28047249146,2529696.526635617
18,3163.0,2986.812618621763,52416.231762622076,-170305.83859875798
19,104.0,504.20325555797353,-17103.067094113154,284235.5471434295
20,5316.0,3390.336671470436,-14882.30420806579,439297.7444090545
21,376.0,458.3524888005013,-16641.295876290125,2052590.3166746795
22,1477.0,1991.7018859750299,16585.466130946355,-118299.08176282048
23,6999.0,6511.5057279117655,29106.112490866857,5006090.686791867
24,2285.0,2817.1801782390057,-6815.458082939906,-1117350.1872315705
25,1253.0,4285.683147842608,-5704.726002480311,974572.157494992
26,399.0,1031.2320922981557,-29105.11199453048,184728.37331530452
27,5662.0,5183.348100311471,-40919.97607925109,-3936761.543676883
28,4034.0,5176.1314503117355,20719.323616240697,1999758.3244871795
29,6771.0,4756.726252433421,5341.248596881109,-801210.4997315705
30,15.0,771.4454814898331,-28358.106580521388,-2391826.207739383
31,4887.0,3618.0410032326226,-19859.008802677912,-3594443.518286258
32,3381.0,3347.9386916808025,-28545.127481247706,-4337970.5817628205
33,5721.0,3659.1876334654394,-16409.05027511291,2299601.1819090545
34,10342.0,7484.134589932083,-37801.48814561538,693768.4983153045
35,579.0,817.5398586239171,-8530.54170587234,371470.2893309295
36,1028.0,738.6486218948403,-39195.834227349085,-567529.9430909455
37,1214.0,2171.6949540517107,88746.31011793442,-1476239.713598758
38,5267.0,4647.579811617262,-28127.03153398208,-3207783.8844971955
39,1656.0,2021.1739495820952,-48637.093791748805,217650.93288561702
40,12284.0,7013.493134404188,-54369.48165061645,-1741378.8981690705
41,5808.0,6739.675256506949,-3654.435220028681,-1130728.2614503205
