,0,1,2,3
0,23885.0,16579.160253462185,21118.55687375043,15693.53528298817
1,3571.0,5871.499551567396,6154.313399975032,6529.615027540718
2,47.0,-117.91248006178603,-57.73847928801706,1668.8214283548907
3,14519.0,6794.158939311425,8137.674277926793,10068.852833116915
4,2002.0,3408.692961186952,2736.7785459270804,3633.47931324614
5,8480.0,7152.441344551968,6364.2882724760075,6447.509063460783
6,7383.0,299.1218604030255,169.85477988811863,1008.5311360424198
7,6040.0,4520.112072949032,4440.574361422552,4262.980619336439
8,3.0,-26.954948489222716,-99.8968176392309,-95.37399825423881
9,1531.0,1809.4172734613903,1645.1580443028793,1513.0966228046307
10,284.0,391.205469948527,485.0894106377991,460.9174508834735
11,2300.0,2107.3367350775084,2155.678683858998,2046.7560235123765
12,9298.0,4348.565045680552,7848.685890355413,2806.398586656675
13,3111.0,1575.921956019633,1318.0520331085163,2522.1361487985127
14,280.0,254.68736096761586,396.9219603936758,771.8002439226154
15,9364.0,7079.524912391049,9285.427113323927,7607.083491482834
16,10.0,315.7187549432251,162.35375907111438,-151.20399297629228
17,153.0,-96.2674094569893,159.07082556243768,51.07674203871284
18,3163.0,2986.812618621763,1850.6814250940392,2444.470405986253
19,104.0,504.20325555797353,400.3164810303929,205.4641331194939
20,5316.0,3390.336671470436,1970.9018871420494,3440.8424572771337
21,376.0,458.3524888005013,385.3637013195348,637.3531457195654
22,1477.0,1991.7018859750299,1686.580530607563,2566.4353977277888
23,6999.0,6511.5057279117655,6604.7219005514635,6431.404295563274
24,2285.0,2817.1801782390057,2676.5217156636463,3302.0879552064534
25,1253.0,4285.683147842608,3660.698991796203,2556.0939361232827
26,399.0,1031.2320922981557,707.6980251559567,361.5095445739912
27,5662.0,5183.348100311471,5628.825486666473,4853.683569719611
28,4034.0,5176.1314503117355,5710.413426650789,4649.892188215927
29,6771.0,4756.726252433421,6013.759768494025,4720.0598746257765
30,15.0,771.4454814898331,-187.76370157229667,1882.8297899149693
31,4887.0,3618.0410032326226,4451.397810921953,3676.829383989935
32,3381.0,3347.9386916808025,3106.006184438009,3392.2420906000584
33,5721.0,3659.1876334654394,3934.9552612392495,3196.836168121308
34,10342.0,7484.134589932083,11120.471292029997,5597.941978600702
35,579.0,817.5398586239171,1027.7505734237056,978.8786160817044
36,1028.0,738.6486218948403,556.2707836450923,770.8830012132371
37,1214.0,2171.6949540517107,1558.5313081339118,1181.3184783649062
38,5267.0,4647.579811617262,5195.778019065867,4862.87497783507
39,1656.0,2021.1739495820952,2220.0687538607895,1997.3087164161575
40,12284.0,7013.493134404188,9720.527752206719,4415.832780385058
41,5808.0,6739.675256506949,7107.749264489632,5724.751089652555
42,11223.0,7625.73204812579,9368.855257758209,8947.68121655982
43,10842.0,9358.554749543946,10783.084261185159,12271.810868961376
44,195.0,231.13133744402376,214.0548227878321,343.44097354251335
45,3459.0,4323.416351023569,5164.538915430597,3255.8693043193325
46,32802.0,16610.677369656063,34027.352966575156,11900.780363811897
47,8566.0,7467.823648758616,8555.268404224496,8477.97743124271
48,1408.0,1674.089221772007,1772.0394471803247,77.66280269100571
49,11995.0,9151.030706424368,10076.253212272031,8212.860807312974
50,2981.0,1634.387407029369,2256.5191469098027,942.957799639812
51,1.0,1227.8263634775649,-566.5748770493833,914.5947071667633
52,6192.0,4286.562697494057,5115.30722656762,3743.391670807835
53,381.0,310.1495515812071,248.79542808738688,289.56236435447454
54,1042.0,285.76117970524183,223.20953936418664,870.621354931819
55,28194.0,12156.33589270964,20773.53653974363,9241.476240336404
56,14530.0,7976.110593962011,10106.715453279103,6994.4565855242945
57,555.0,1101.8993873420864,-21.00373158431239,1337.9358521611034
58,61.0,587.2587698552857,180.55436191471972,333.92987540512786
59,2100.0,2161.2232296358256,2359.9255396136996,2820.910120576158
60,6999.0,9890.411061936904,10448.126369275895,9201.244675892029
61,4839.0,2614.095765723662,3694.657409000023,3892.072505213857
62,142.0,100.55370275925043,111.02789947771453,175.41391646173997
63,3301.0,2871.2655382198454,2566.5510121409197,3311.6759116434923
64,8498.0,4460.762940092361,3919.2414855606094,5101.09423172863
65,130.0,340.9902394792093,358.4909192279092,524.1988624143446
66,10.0,299.37511451427326,-43.421374548768654,1359.9755625898995
67,1143.0,2826.8005499385754,2607.406716435883,2309.720141103367
68,1662.0,1463.5358619865074,832.8174256255361,1950.2499508053438
69,1335.0,1198.8078638921952,1203.921493084059,1162.1342035378009
70,938.0,363.674710605575,244.62251968612327,961.3579653804823
71,77.0,177.9416477506834,-3.116492106277292,799.9415275970339
72,116.0,95.14204495508648,50.657704491392906,101.503421807211
73,298.0,263.81694129406833,190.33959895961243,279.7977307948786
74,780.0,7631.255175762241,18009.75545230619,9141.805629551438
75,3118.0,1872.4154816459684,1527.8044864902076,2523.366082274271
76,10865.0,6112.908399460872,7245.271441971796,5558.989966381751
77,105.0,115.69668706514994,226.67483103198492,95.94891523956358
78,281.0,1349.539832210798,1249.0709863889506,1841.3274617549373
79,199.0,236.39695909887723,2.7823045594595897,115.03892227328834
80,2058.0,1924.3441776216278,1798.8391681783742,1632.5452774899288
81,1044.0,993.033081660165,32.15276042611276,1485.9653331333177
82,15639.0,9107.488309839086,9882.259737827426,11673.376658560454
83,46.0,31.741713314638673,-517.5087831633832,864.2956696256781
84,858.0,96.45442380616169,262.8560115015998,323.94081348701
85,6405.0,6185.082549321351,6473.743286420622,5366.42711554824
86,705.0,324.09154340407895,587.7233215694337,704.9885968342264
87,28.0,189.8775002210882,56.70418866476075,135.10585500372736
88,2620.0,2872.0083459780776,2844.0810972086692,3083.007936402985
89,4742.0,5527.863459594694,7350.893498056828,4423.387390026827
