,0,1
99,30973.0,2973.1952999660652
100,30344.0,2973.1953000033373
101,23781.0,2973.195300132053
102,28194.0,2973.1953002293785
103,20139.0,2973.1953002679056
104,34726.0,2973.1953002770506
105,5268.0,2973.1953002489345
106,5045.0,2973.1953002686155
107,6161.0,2973.1953002764067
108,5248.0,2973.1953002782557
109,3109.0,2973.1953002785326
110,878.0,2973.1953002785594
111,41.0,2973.1953002785613
112,821.0,2973.1953002785613
113,5.0,2973.1953002785613
114,5.0,2973.1953002785613
115,3.0,2973.1953002785613
116,25.0,2973.1953002785613
117,40.0,2973.1953002785613
118,40.0,2973.1953002785613
119,40.0,2973.19530027694
120,38.0,2973.195300275588
121,70.0,2973.1953002740343
122,70.0,2973.1953002727246
123,75.0,2973.195300272035
124,104.0,2973.1953002710393
125,38.0,2973.1953002669957
126,89.0,2973.1953002568835
127,5693.0,2973.19529021929
128,4570.0,2973.195287128495
129,2496.0,2973.1952781884943
130,7569.0,2973.1952586213224
131,4492.0,2973.195230992961
132,5635.0,2973.195205375071
133,4083.0,2973.195189568859
134,6865.0,2973.195188654251
135,480.0,2973.195300278533
136,365.0,2973.1953002785276
137,960.0,2973.195300278525
138,31.0,2973.1953002785253
139,39.0,2973.195300278527
140,1693.0,2973.195300278528
141,1800.0,2973.1953002785285
142,3539.0,2973.195300278531
143,11792.0,2973.195300278561
144,13115.0,2973.195300278561
145,15920.0,2973.195300278561
146,14623.0,2973.195300278561
147,12688.0,2973.195300278561
148,14405.0,2973.195300278561
149,5991.0,2973.1953002785613
150,17328.0,2973.1953002785613
151,551.0,2973.1953002785613
152,500.0,2973.1953002785613
153,471.0,2973.1953002785613
154,716.0,2973.1953002785613
155,1971.0,2973.1953002785613
156,2524.0,2973.1953002785613
157,1113.0,2973.1953002785613
158,2681.0,2973.1953002785613
159,1088.0,2973.1953002785613
160,1069.0,2973.1953002785617
161,1542.0,2973.195300278562
162,1325.0,2973.1953002785626
163,1379.0,2973.195300278563
164,3270.0,2973.195300278563
165,2342.0,2973.1953002785626
166,5306.0,2973.195300278562
167,186.0,2973.1953002786095
168,319.0,2973.1953002785963
169,429.0,2973.195300278575
170,255.0,2973.195300278547
171,167.0,2973.195300278515
172,370.0,2973.195300278482
173,335.0,2973.195300278453
174,864.0,2973.1953002784235
175,7879.0,2973.1953002785613
176,4725.0,2973.1953002785613
177,7899.0,2973.1953002785613
178,5330.0,2973.1953002785613
179,5026.0,2973.1953002785613
180,6287.0,2973.1953002785613
181,7058.0,2973.1953002785613
182,15059.0,2973.1953002785613
183,769.0,2973.1953002785613
184,595.0,2973.1953002785613
185,515.0,2973.1953002785613
186,992.0,2973.1953002785613
187,1787.0,2973.1953002785613
188,751.0,2973.1953002785613
189,895.0,2973.1953002785613
190,2451.0,2973.1953002785613
191,2625.0,2973.1953002785613
192,505.0,2973.1953002785613
193,1156.0,2973.1953002785613
194,541.0,2973.1953002785613
195,388.0,2973.1953002785613
196,333.0,2973.1953002785613
197,241.0,2973.1953002785613
198,726.0,2973.1953002785613
199,15017.0,2973.1953002785613
200,6737.0,2973.1953002785613
201,8624.0,2973.1953002785613
202,11495.0,2973.1953002785613
203,10663.0,2973.1953002785613
204,22037.0,2973.1953002785613
205,16888.0,2973.1953002785613
206,27148.0,2973.1953002785613
207,5.0,2973.1953002785613
208,5.0,2973.1953002785613
209,780.0,2973.1953002785613
210,1967.0,2973.1953002785613
211,234.0,2973.1953002785613
212,150.0,2973.1953002785613
213,1023.0,2973.1953002785613
214,6265.0,2973.1953002785613
215,5392.0,2973.1953002785613
216,5336.0,2973.1953002785613
217,7085.0,2973.1953002785613
218,5339.0,2973.1953002785613
219,7252.0,2973.1953002785613
220,4301.0,2973.1953002785613
221,9250.0,2973.1953002785613
222,57.0,2973.1953002785613
223,119.0,2973.1953002785613
224,190.0,2973.1953002785613
225,331.0,2973.1953002785613
226,1158.0,2973.1953002785613
227,849.0,2973.1953002785613
228,632.0,2973.1953002785613
229,652.0,2973.1953002785613
230,919.0,2973.1953002785613
231,1188.0,2973.1953002785613
232,1712.0,2973.1953002785613
233,6335.0,2973.1953002785613
234,6505.0,2973.1953002785613
235,5494.0,2973.1953002785613
236,5389.0,2973.1953002785613
237,5149.0,2973.1953002785613
238,4643.0,2973.1953002785613
239,3375.0,2973.1953002785613
240,5370.0,2973.1953002785613
241,774.0,2973.1953002785613
242,908.0,2973.1953002785613
243,1086.0,2973.1953002785613
244,928.0,2973.1953002785613
245,1130.0,2973.1953002785613
246,394.0,2973.1953002785613
247,2094.0,2973.1953002785613
248,1185.0,2973.1953002785613
249,866.0,2973.1953002785613
250,888.0,2973.1953002785613
251,770.0,2973.1953002785613
252,514.0,2973.1953002785613
253,0.0,2973.1953002785613
254,11.0,2973.1953002785613
255,1230.0,2973.1953002785613
256,602.0,2973.1953002785613
257,223.0,2973.1953002785613
258,478.0,2973.1953002785613
259,673.0,2973.1953002785613
260,583.0,2973.1953002785613
261,376.0,2973.1953002785613
262,1136.0,2973.1953002785613
263,107.0,2973.1953002785613
264,40.0,2973.1953002785613
265,23.0,2973.1953002785613
266,244.0,2973.1953002785613
267,337.0,2973.1953002785613
268,153.0,2973.1953002785613
269,18.0,2973.1953002785613
270,75.0,2973.1953002785613
271,486.0,2973.1953002785613
272,521.0,2973.1953002785613
273,409.0,2973.1953002785613
274,665.0,2973.1953002785613
275,830.0,2973.1953002785613
276,1109.0,2973.1953002785613
277,299.0,2973.1953002785613
278,502.0,2973.1953002785613
279,3558.0,2973.1953002785613
280,3328.0,2973.1953002785613
281,2716.0,2973.1953002785613
282,2746.0,2973.1953002785613
283,2535.0,2973.1953002785613
284,3144.0,2973.1953002785613
285,1704.0,2973.1953002785613
286,2495.0,2973.1953002785613
287,674.0,2973.1953002785613
288,595.0,2973.1953002785613
289,1156.0,2973.1953002785613
290,744.0,2973.1953002785613
291,650.0,2973.1953002785613
292,663.0,2973.1953002785613
293,535.0,2973.1953002785613
294,698.0,2973.1953002785613
295,992.0,2973.1953002785613
296,1373.0,2973.1953002785613
297,14.0,2973.1953002785613
298,14.0,2973.1953002785613
299,16.0,2973.1953002785613
300,21.0,2973.1953002785613
301,101.0,2973.1953002785613
302,19.0,2973.1953002785613
303,524.0,2973.1953002785613
304,32.0,2973.1953002785613
305,7906.0,2973.1953002785613
306,5260.0,2973.1953002785613
307,9755.0,2973.1953002785613
308,10126.0,2973.1953002785613
309,9181.0,2973.1953002785613
310,10382.0,2973.1953002785613
311,7197.0,2973.1953002785613
312,8541.0,2973.1953002785613
313,1915.0,2973.1953002785613
314,833.0,2973.1953002785613
315,6725.0,2973.1953002785613
316,3244.0,2973.1953002785613
317,2926.0,2973.1953002785613
318,1820.0,2973.1953002785613
319,1026.0,2973.1953002785613
320,1501.0,2973.1953002785613
321,3264.0,2973.1953002785613
322,3189.0,2973.1953002785613
323,2945.0,2973.1953002785613
324,2888.0,2973.1953002785613
325,2762.0,2973.1953002785613
326,2504.0,2973.1953002785613
327,1780.0,2973.1953002785613
328,3184.0,2973.1953002785613
329,9040.0,2973.1953002785613
330,6569.0,2973.1953002785613
331,10058.0,2973.1953002785613
332,9723.0,2973.1953002785613
333,4285.0,2973.1953002785613
334,12.0,2973.1953002785613
335,12013.0,2973.1953002785613
336,12051.0,2973.1953002785613
337,12543.0,2973.1953002785613
338,16906.0,2973.1953002785613
339,11266.0,2973.1953002785613
340,14490.0,2973.1953002785613
341,13234.0,2973.1953002785613
342,17069.0,2973.1953002785613
343,97.0,2973.1953002785613
344,139.0,2973.1953002785613
345,1.0,2973.1953002785613
346,2.0,2973.1953002785613
347,79.0,2973.1953002785613
348,723.0,2973.1953002785613
349,533.0,2973.1953002785613
350,294.0,2973.1953002785613
351,203.0,2973.1953002785613
352,262.0,2973.1953002785613
353,245.0,2973.1953002785613
354,261.0,2973.1953002785613
355,221.0,2973.1953002785613
356,1009.0,2973.1953002785613
357,694.0,2973.1953002785613
358,34.0,2973.1953002785613
359,1177.0,2973.1953002785613
360,953.0,2973.1953002785613
361,1670.0,2973.1953002785613
362,942.0,2973.1953002785613
363,1401.0,2973.1953002785613
364,1536.0,2973.1953002785613
365,1434.0,2973.1953002785613
366,421.0,2973.1953002785613
367,256.0,2973.1953002785613
368,342.0,2973.1953002785613
369,540.0,2973.1953002785613
370,1274.0,2973.1953002785613
371,2826.0,2973.1953002785613
372,968.0,2973.1953002785613
373,1241.0,2973.1953002785613
374,654.0,2973.1953002785613
375,567.0,2973.1953002785613
376,429.0,2973.1953002785613
377,872.0,2973.1953002785613
378,830.0,2973.1953002785613
379,682.0,2973.1953002785613
380,1194.0,2973.1953002785613
381,9698.0,2973.1953002785613
382,4192.0,2973.1953002785613
383,4658.0,2973.1953002785613
384,10410.0,2973.1953002785613
385,7525.0,2973.1953002785613
386,8860.0,2973.1953002785613
387,2972.0,2973.1953002785613
388,9406.0,2973.1953002785613
389,1400.0,2973.1953002785613
390,627.0,2973.1953002785613
391,530.0,2973.1953002785613
392,723.0,2973.1953002785613
393,444.0,2973.1953002785613
394,88.0,2973.1953002785613
395,109.0,2973.1953002785613
396,6.0,2973.1953002785613
397,160.0,2973.1953002785613
398,111.0,2973.1953002785613
399,248.0,2973.1953002785613
400,336.0,2973.1953002785613
401,458.0,2973.1953002785613
402,190.0,2973.1953002785613
403,643.0,2973.1953002785613
404,22.0,2973.1953002785613
405,4564.0,2973.1953002785613
406,49.0,2973.1953002785613
407,649.0,2973.1953002785613
408,379.0,2973.1953002785613
409,728.0,2973.1953002785613
410,1739.0,2973.1953002785613
411,1587.0,2973.1953002785613
412,1512.0,2973.1953002785613
413,2530.0,2973.1953002785613
414,1715.0,2973.1953002785613
415,2253.0,2973.1953002785613
416,2151.0,2973.1953002785613
417,1051.0,2973.1953002785613
418,2420.0,2973.1953002785613
419,6175.0,2973.1953002785613
420,4377.0,2973.1953002785613
421,6331.0,2973.1953002785613
422,6686.0,2973.1953002785613
423,6145.0,2973.1953002785613
424,7296.0,2973.1953002785613
425,4943.0,2973.1953002785613
426,7025.0,2973.1953002785613
427,167.0,2973.1953002785613
428,210.0,2973.1953002785613
429,250.0,2973.1953002785613
430,380.0,2973.1953002785613
431,394.0,2973.1953002785613
432,613.0,2973.1953002785613
433,301.0,2973.1953002785613
434,799.0,2973.1953002785613
435,0.0,2973.1953002785613
436,8066.0,2973.1953002785613
437,6587.0,2973.1953002785613
438,6498.0,2973.1953002785613
439,6666.0,2973.1953002785613
440,6722.0,2973.1953002785613
441,6015.0,2973.1953002785613
442,4151.0,2973.1953002785613
443,8964.0,2973.1953002785613
444,1234.0,2973.1953002785613
445,835.0,2973.1953002785613
446,1304.0,2973.1953002785613
447,1115.0,2973.1953002785613
448,937.0,2973.1953002785613
449,934.0,2973.1953002785613
450,898.0,2973.1953002785613
451,1245.0,2973.1953002785613
452,150.0,2973.1953002785613
453,2065.0,2973.1953002785613
454,2329.0,2973.1953002785613
455,2198.0,2973.1953002785613
456,2110.0,2973.1953002785613
457,508.0,2973.1953002785613
458,40.0,2973.1953002785613
459,159.0,2973.1953002785613
460,13525.0,2973.1953002785613
461,14320.0,2973.1953002785613
462,15635.0,2973.1953002785613
463,15101.0,2973.1953002785613
464,15805.0,2973.1953002785613
465,20075.0,2973.1953002785613
466,14036.0,2973.1953002785613
467,22512.0,2973.1953002785613
468,6403.0,2973.1953002785613
469,10957.0,2973.1953002785613
470,13690.0,2973.1953002785613
471,11404.0,2973.1953002785613
472,13122.0,2973.1953002785613
473,14613.0,2973.1953002785613
474,8156.0,2973.1953002785613
475,12648.0,2973.1953002785613
476,4615.0,2973.1953002785613
477,3619.0,2973.1953002785613
478,5716.0,2973.1953002785613
479,6759.0,2973.1953002785613
480,6815.0,2973.1953002785613
481,5316.0,2973.1953002785613
482,6341.0,2973.1953002785613
483,7278.0,2973.1953002785613
484,195.0,2973.1953002785613
485,408.0,2973.1953002785613
486,156.0,2973.1953002785613
487,175.0,2973.1953002785613
488,442.0,2973.1953002785613
489,2722.0,2973.1953002785613
490,419.0,2973.1953002785613
491,406.0,2973.1953002785613
492,910.0,2973.1953002785613
493,1032.0,2973.1953002785613
494,887.0,2973.1953002785613
495,728.0,2973.1953002785613
496,1181.0,2973.1953002785613
497,953.0,2973.1953002785613
498,465.0,2973.1953002785613
499,928.0,2973.1953002785613
500,651.0,2973.1953002785613
501,573.0,2973.1953002785613
502,425.0,2973.1953002785613
503,442.0,2973.1953002785613
504,628.0,2973.1953002785613
505,775.0,2973.1953002785613
506,402.0,2973.1953002785613
507,1020.0,2973.1953002785613
508,4482.0,2973.1953002785613
509,4079.0,2973.1953002785613
510,3594.0,2973.1953002785613
511,3175.0,2973.1953002785613
512,1290.0,2973.1953002785613
513,40629.0,2973.1953002785613
514,39079.0,2973.1953002785613
515,37547.0,2973.1953002785613
516,37435.0,2973.1953002785613
517,43946.0,2973.1953002785613
518,46075.0,2973.1953002785613
519,33062.0,2973.1953002785613
520,42188.0,2973.1953002785613
521,1552.0,2973.1953002785613
522,1530.0,2973.1953002785613
523,1501.0,2973.1953002785613
524,2310.0,2973.1953002785613
525,2508.0,2973.1953002785613
526,2231.0,2973.1953002785613
527,1186.0,2973.1953002785613
528,2298.0,2973.1953002785613
529,11875.0,2973.1953002785613
530,10073.0,2973.1953002785613
531,10089.0,2973.1953002785613
532,12476.0,2973.1953002785613
533,10711.0,2973.1953002785613
534,10768.0,2973.1953002785613
535,11022.0,2973.1953002785613
536,17268.0,2973.1953002785613
537,3884.0,2973.1953002785613
538,3636.0,2973.1953002785613
539,3504.0,2973.1953002785613
540,5227.0,2973.1953002785613
541,6757.0,2973.1953002785613
542,7373.0,2973.1953002785613
543,3880.0,2973.1953002785613
544,10463.0,2973.1953002785613
545,3277.0,2973.1953002785613
546,7309.0,2973.1953002785613
547,6605.0,2973.1953002785613
548,5677.0,2973.1953002785613
549,7631.0,2973.1953002785613
550,4166.0,2973.1953002785613
551,10933.0,2973.1953002785613
552,10130.0,2973.1953002785613
553,10128.0,2973.1953002785613
554,8142.0,2973.1953002785613
555,6049.0,2973.1953002785613
556,4002.0,2973.1953002785613
557,1018.0,2973.1953002785613
558,1593.0,2973.1953002785613
559,689.0,2973.1953002785613
560,888.0,2973.1953002785613
561,1374.0,2973.1953002785613
562,1502.0,2973.1953002785613
563,3886.0,2973.1953002785613
564,496.0,2973.1953002785613
565,382.0,2973.1953002785613
566,3703.0,2973.1953002785613
567,3580.0,2973.1953002785613
568,2466.0,2973.1953002785613
569,2853.0,2973.1953002785613
570,1863.0,2973.1953002785613
571,10.0,2973.1953002785613
572,39.0,2973.1953002785613
573,202.0,2973.1953002785613
574,61.0,2973.1953002785613
575,3.0,2973.1953002785613
576,1321.0,2973.1953002785613
577,22.0,2973.1953002785613
578,215.0,2973.1953002785613
579,12283.0,2973.1953002785613
580,15587.0,2973.1953002785613
581,14592.0,2973.1953002785613
582,15073.0,2973.1953002785613
583,13820.0,2973.1953002785613
584,13994.0,2973.1953002785613
585,6190.0,2973.1953002785613
586,14447.0,2973.1953002785613
587,9180.0,2973.1953002785613
588,9781.0,2973.1953002785613
589,10819.0,2973.1953002785613
590,12928.0,2973.1953002785613
591,11784.0,2973.1953002785613
592,11164.0,2973.1953002785613
593,6980.0,2973.1953002785613
594,4206.0,2973.1953002785613
595,5101.0,2973.1953002785613
596,4432.0,2973.1953002785613
597,5996.0,2973.1953002785613
598,5876.0,2973.1953002785613
599,5367.0,2973.1953002785613
600,5716.0,2973.1953002785613
601,4538.0,2973.1953002785613
602,6222.0,2973.1953002785613
603,44.0,2973.1953002785613
604,129.0,2973.1953002785613
605,129.0,2973.1953002785613
606,105.0,2973.1953002785613
607,195.0,2973.1953002785613
608,246.0,2973.1953002785613
609,61.0,2973.1953002785613
610,141.0,2973.1953002785613
611,2502.0,2973.1953002785613
612,3032.0,2973.1953002785613
613,3519.0,2973.1953002785613
614,3249.0,2973.1953002785613
615,3145.0,2973.1953002785613
616,3111.0,2973.1953002785613
617,2098.0,2973.1953002785613
618,4012.0,2973.1953002785613
619,0.0,2973.1953002785613
620,221.0,2973.1953002785613
621,356.0,2973.1953002785613
622,516.0,2973.1953002785613
623,1.0,2973.1953002785613
624,46.0,2973.1953002785613
625,1700.0,2973.1953002785613
626,1505.0,2973.1953002785613
627,1929.0,2973.1953002785613
628,1870.0,2973.1953002785613
629,308.0,2973.1953002785613
630,563.0,2973.1953002785613
631,130.0,2973.1953002785613
632,185.0,2973.1953002785613
633,1041.0,2973.1953002785613
634,617.0,2973.1953002785613
635,370.0,2973.1953002785613
636,307.0,2973.1953002785613
637,103.0,2973.1953002785613
638,546.0,2973.1953002785613
639,48.0,2973.1953002785613
640,58.0,2973.1953002785613
641,148.0,2973.1953002785613
642,23318.0,2973.1953002785613
643,27157.0,2973.1953002785613
644,29318.0,2973.1953002785613
645,25638.0,2973.1953002785613
646,30075.0,2973.1953002785613
647,16882.0,2973.1953002785613
648,24555.0,2973.1953002785613
649,3615.0,2973.1953002785613
650,3204.0,2973.1953002785613
651,4813.0,2973.1953002785613
652,5898.0,2973.1953002785613
653,6616.0,2973.1953002785613
654,8088.0,2973.1953002785613
655,5097.0,2973.1953002785613
656,8291.0,2973.1953002785613
657,6.0,2973.1953002785613
658,94.0,2973.1953002785613
659,10.0,2973.1953002785613
660,3.0,2973.1953002785613
661,23.0,2973.1953002785613
662,420.0,2973.1953002785613
663,476.0,2973.1953002785613
664,453.0,2973.1953002785613
665,435.0,2973.1953002785613
666,500.0,2973.1953002785613
667,700.0,2973.1953002785613
668,553.0,2973.1953002785613
669,461.0,2973.1953002785613
670,2.0,2973.1953002785613
671,1.0,2973.1953002785613
672,1.0,2973.1953002785613
673,1.0,2973.1953002785613
674,0.0,2973.1953002785613
675,6101.0,2973.1953002785613
676,6630.0,2973.1953002785613
677,10256.0,2973.1953002785613
678,9774.0,2973.1953002785613
679,10958.0,2973.1953002785613
680,11540.0,2973.1953002785613
681,8317.0,2973.1953002785613
682,12276.0,2973.1953002785613
683,1.0,2973.1953002785613
684,90.0,2973.1953002785613
685,405.0,2973.1953002785613
686,5775.0,2973.1953002785613
687,2.0,2973.1953002785613
688,36.0,2973.1953002785613
689,21.0,2973.1953002785613
690,162.0,2973.1953002785613
691,8904.0,2973.1953002785613
692,10207.0,2973.1953002785613
693,8422.0,2973.1953002785613
694,1297.0,2973.1953002785613
695,1937.0,2973.1953002785613
696,967.0,2973.1953002785613
697,2162.0,2973.1953002785613
698,1975.0,2973.1953002785613
699,889.0,2973.1953002785613
700,910.0,2973.1953002785613
701,117.0,2973.1953002785613
702,58.0,2973.1953002785613
703,90.0,2973.1953002785613
704,39.0,2973.1953002785613
705,42.0,2973.1953002785613
706,110.0,2973.1953002785613
707,11745.0,2973.1953002785613
708,10842.0,2973.1953002785613
709,9273.0,2973.1953002785613
710,11227.0,2973.1953002785613
711,13118.0,2973.1953002785613
712,14519.0,2973.1953002785613
713,7691.0,2973.1953002785613
714,13209.0,2973.1953002785613
715,7310.0,2973.1953002785613
716,6385.0,2973.1953002785613
717,4078.0,2973.1953002785613
718,3013.0,2973.1953002785613
719,7128.0,2973.1953002785613
720,13624.0,2973.1953002785613
721,9521.0,2973.1953002785613
722,12735.0,2973.1953002785613
723,948.0,2973.1953002785613
724,1465.0,2973.1953002785613
725,2276.0,2973.1953002785613
726,3304.0,2973.1953002785613
727,7222.0,2973.1953002785613
728,3766.0,2973.1953002785613
729,3012.0,2973.1953002785613
730,4656.0,2973.1953002785613
731,2564.0,2973.1953002785613
732,1395.0,2973.1953002785613
733,1446.0,2973.1953002785613
734,839.0,2973.1953002785613
735,208.0,2973.1953002785613
736,1291.0,2973.1953002785613
737,600.0,2973.1953002785613
738,1371.0,2973.1953002785613
739,23.0,2973.1953002785613
740,97.0,2973.1953002785613
741,295.0,2973.1953002785613
742,274.0,2973.1953002785613
743,304.0,2973.1953002785613
744,304.0,2973.1953002785613
745,60.0,2973.1953002785613
746,110.0,2973.1953002785613
747,0.0,2973.1953002785613
748,2344.0,2973.1953002785613
749,1542.0,2973.1953002785613
750,2924.0,2973.1953002785613
751,2710.0,2973.1953002785613
752,2488.0,2973.1953002785613
753,1971.0,2973.1953002785613
754,6398.0,2973.1953002785613
755,0.0,2973.1953002785613
756,1.0,2973.1953002785613
757,2.0,2973.1953002785613
758,670.0,2973.1953002785613
759,662.0,2973.1953002785613
760,765.0,2973.1953002785613
761,976.0,2973.1953002785613
762,764.0,2973.1953002785613
763,909.0,2973.1953002785613
764,416.0,2973.1953002785613
765,975.0,2973.1953002785613
766,7639.0,2973.1953002785613
767,6125.0,2973.1953002785613
768,9185.0,2973.1953002785613
769,12603.0,2973.1953002785613
770,23396.0,2973.1953002785613
771,21441.0,2973.1953002785613
772,11208.0,2973.1953002785613
773,10606.0,2973.1953002785613
774,307.0,2973.1953002785613
775,213.0,2973.1953002785613
776,202.0,2973.1953002785613
777,10.0,2973.1953002785613
778,184.0,2973.1953002785613
779,57.0,2973.1953002785613
780,27.0,2973.1953002785613
781,68.0,2973.1953002785613
782,28.0,2973.1953002785613
783,33.0,2973.1953002785613
784,50.0,2973.1953002785613
785,20.0,2973.1953002785613
786,3.0,2973.1953002785613
787,48.0,2973.1953002785613
788,19.0,2973.1953002785613
789,7051.0,2973.1953002785613
790,545.0,2973.1953002785613
791,446.0,2973.1953002785613
792,615.0,2973.1953002785613
793,898.0,2973.1953002785613
794,402.0,2973.1953002785613
795,321.0,2973.1953002785613
796,1139.0,2973.1953002785613
797,2507.0,2973.1953002785613
798,2212.0,2973.1953002785613
799,2381.0,2973.1953002785613
800,3481.0,2973.1953002785613
801,3137.0,2973.1953002785613
802,4030.0,2973.1953002785613
803,2644.0,2973.1953002785613
804,4879.0,2973.1953002785613
805,657.0,2973.1953002785613
806,550.0,2973.1953002785613
807,607.0,2973.1953002785613
808,614.0,2973.1953002785613
809,610.0,2973.1953002785613
810,1007.0,2973.1953002785613
811,537.0,2973.1953002785613
812,1700.0,2973.1953002785613
813,297.0,2973.1953002785613
814,280.0,2973.1953002785613
815,331.0,2973.1953002785613
816,554.0,2973.1953002785613
817,958.0,2973.1953002785613
818,17146.0,2973.1953002785613
819,10181.0,2973.1953002785613
820,13203.0,2973.1953002785613
821,14528.0,2973.1953002785613
822,11150.0,2973.1953002785613
823,15201.0,2973.1953002785613
824,6879.0,2973.1953002785613
825,10002.0,2973.1953002785613
826,7128.0,2973.1953002785613
827,6210.0,2973.1953002785613
828,7264.0,2973.1953002785613
829,7016.0,2973.1953002785613
830,6675.0,2973.1953002785613
831,3799.0,2973.1953002785613
832,4614.0,2973.1953002785613
833,82.0,2973.1953002785613
834,267.0,2973.1953002785613
835,365.0,2973.1953002785613
836,227.0,2973.1953002785613
837,525.0,2973.1953002785613
838,311.0,2973.1953002785613
839,625.0,2973.1953002785613
840,4153.0,2973.1953002785613
841,3716.0,2973.1953002785613
842,4248.0,2973.1953002785613
843,3900.0,2973.1953002785613
844,3405.0,2973.1953002785613
845,3709.0,2973.1953002785613
846,3275.0,2973.1953002785613
847,4796.0,2973.1953002785613
848,1652.0,2973.1953002785613
849,606.0,2973.1953002785613
850,84.0,2973.1953002785613
851,27.0,2973.1953002785613
852,52.0,2973.1953002785613
853,66.0,2973.1953002785613
854,495.0,2973.1953002785613
855,1669.0,2973.1953002785613
856,173.0,2973.1953002785613
857,3127.0,2973.1953002785613
858,1302.0,2973.1953002785613
859,370.0,2973.1953002785613
860,940.0,2973.1953002785613
861,32.0,2973.1953002785613
862,47.0,2973.1953002785613
863,65.0,2973.1953002785613
864,399.0,2973.1953002785613
865,746.0,2973.1953002785613
866,613.0,2973.1953002785613
867,463.0,2973.1953002785613
868,431.0,2973.1953002785613
869,918.0,2973.1953002785613
870,504.0,2973.1953002785613
871,902.0,2973.1953002785613
872,2.0,2973.1953002785613
873,20.0,2973.1953002785613
874,1029.0,2973.1953002785613
875,1658.0,2973.1953002785613
876,2171.0,2973.1953002785613
877,1727.0,2973.1953002785613
878,1124.0,2973.1953002785613
879,8396.0,2973.1953002785613
880,7759.0,2973.1953002785613
881,3134.0,2973.1953002785613
882,2691.0,2973.1953002785613
883,4912.0,2973.1953002785613
884,1239.0,2973.1953002785613
885,457.0,2973.1953002785613
886,1752.0,2973.1953002785613
887,2054.0,2973.1953002785613
888,3032.0,2973.1953002785613
889,3966.0,2973.1953002785613
890,2658.0,2973.1953002785613
891,12272.0,2973.1953002785613
892,13245.0,2973.1953002785613
893,12814.0,2973.1953002785613
894,14224.0,2973.1953002785613
895,16205.0,2973.1953002785613
896,12683.0,2973.1953002785613
897,5888.0,2973.1953002785613
898,12284.0,2973.1953002785613
899,7910.0,2973.1953002785613
900,9073.0,2973.1953002785613
901,8767.0,2973.1953002785613
902,8904.0,2973.1953002785613
903,9203.0,2973.1953002785613
