,0,1,2,3,,,,,,,,,
275,-0.265586395,-0.183437732,751,1084.934315,,0.006748403,,,,,111512.1267,,
276,-0.230162041,-0.184854806,895,1079.173908,,0.002052745,,,,,33920.02839,,
277,0.152617787,-0.186271881,2451,1073.413501,,0.114846207,,,,,1897744.562,,
278,0.272420985,-0.160157119,2938,1179.570008,,0.187123816,,,,,3092076.037,,
279,0.170821969,-0.161574193,2525,1173.809601,,0.110487209,,,,,1825715.494,,
280,0.120391465,-0.162991267,2320,1168.049194,,0.080305773,,,,,1326990.659,,
281,0.010674368,-0.164408342,1874,1162.288787,,0.030653955,,,,,506532.8507,,
282,0.606644234,-0.226051287,2625,171.8789951,,0.693381831,,,,,6017802.665,,
283,-0.11297559,-0.227468361,505,167.7042942,,0.013108595,,,,,113768.3932,,
284,0.108002007,-0.228885436,1156,163.5295934,,0.113493149,,,,,984997.508,,
285,-0.10075563,-0.23030251,541,159.3548926,,0.016782394,,,,,145652.988,,
286,-0.152690457,-0.231719584,388,155.1801917,,0.006245603,,,,,54205.06314,,
287,-0.171359839,-0.233136659,333,151.0054909,,0.003816375,,,,,33122.00134,,
288,-0.202588624,-0.234553733,241,146.8307901,,0.001021768,,,,,8867.840093,,
289,-0.037958617,-0.235970807,726,142.6560892,,0.039208827,,,,,340290.1183,,
290,-0.126892765,-0.209856045,464,219.5901779,,0.006882906,,,,,59736.16114,,
291,-0.05866466,-0.211273119,665,215.4154771,,0.023289342,,,,,202126.2432,,
292,-0.173735943,-0.212690194,326,211.2407763,,0.001517434,,,,,13169.67942,,
293,-0.119085569,-0.214107268,487,207.0660754,,0.009029123,,,,,78363.00214,,
294,0.125155421,-0.197944503,15017,6268.42336,,0.104393561,,,,,76537593.23,,
295,-0.180639165,-0.199361577,6737,6230.05324,,0.000350529,,,,,256995.0175,,
296,-0.110949022,-0.200778652,8624,6191.68312,,0.008069362,,,,,5916165.405,,
297,-0.004918073,-0.202195726,11495,6153.312999,,0.038918472,,,,,28533620.02,,
298,-0.035645259,-0.2036128,10663,6114.942879,,0.028213095,,,,,20684823.58,,
299,0.384416048,-0.205029874,22037,6076.572759,,0.347446495,,,,,254735237.7,,
300,0.194254656,-0.206446949,16888,6038.202638,,0.160561776,,,,,117718102.8,,
301,0.573174035,-0.207864023,27148,5999.832518,,0.610020447,,,,,447244987.8,,
302,0.320265662,-0.181749261,20300,6706.941927,,0.252018983,,,,,184771227.8,,
303,0.339174699,-0.183166335,20812,6668.571807,,0.272840156,,,,,200036561.1,,
304,0.233402273,-0.18458341,17948,6630.201687,,0.17471203,,,,,128092558.7,,
305,0.181993328,-0.186000484,16556,6591.831566,,0.135419445,,,,,99284652.58,,
306,-0.289428447,-0.210608109,5,333.1290673,,0.006212646,,,,,107668.6848,,
307,-0.289428447,-0.212025183,5,327.229787,,0.005991265,,,,,103832.0356,,
308,-0.103264623,-0.213442258,780,321.3305068,,0.012139111,,,,,210377.704,,
309,0.181866292,-0.214859332,1967,315.4312266,,0.157391221,,,,,2727679.413,,
310,-0.23442004,-0.216276406,234,309.5319463,,0.000329191,,,,,5705.074912,,
311,-0.254597796,-0.21769348,150,303.6326661,,0.001361929,,,,,23602.99609,,
312,-0.044893256,-0.219110555,1023,297.7333859,,0.030351667,,,,,526011.6615,,
313,-0.172205291,-0.194412867,493,400.5498596,,0.000493176,,,,,8547.02846,,
314,-0.289188236,-0.195829941,6,394.6505794,,0.008715771,,,,,151049.2729,,
315,-0.225292007,-0.197247016,272,388.7512992,,0.000786522,,,,,13630.86586,,
316,-0.223610527,-0.19866409,279,382.8520189,,0.000622325,,,,,10785.24183,,
317,0.103954296,-0.157193299,6265,3933.735417,,0.068198067,,,,,5434794.556,,
318,0.006161084,-0.158610374,5392,3921.085195,,0.027149633,,,,,2163590.364,,
319,-0.00011202,-0.160027448,5336,3908.434973,,0.025572944,,,,,2037941.906,,
320,0.195810463,-0.161444522,7085,3895.784751,,0.127631124,,,,,10171093.9,,
321,0.000224039,-0.162861596,5339,3883.134529,,0.026596925,,,,,2119544.27,,
