year,month,data_value,car_id
2016,6,156,88
2016,5,175,88
2016,4,442,88
2016,3,2722,88
2016,2,419,88
2016,1,406,88
2015,12,753,88
2015,11,102,88
2015,10,146,88
2015,9,135,88
2015,8,1060,88
2015,7,1297,88
2015,6,791,88
2015,5,1965,88
2015,4,994,88
2015,3,2453,88
2015,2,3799,88
2015,1,3589,88
2014,12,3132,88
2014,11,1212,88
2014,10,2195,88
2014,9,3541,88
2014,8,3094,88
2014,7,2714,88
2014,6,11613,88
2014,5,7672,88
2014,4,7996,88
2014,3,14716,88
2014,2,9380,88
2014,1,8713,88
2013,12,3305,88
2013,11,2556,88
2013,10,5237,88
2013,9,4859,88
2013,8,5178,88
2013,7,2189,88
2013,6,10617,88
2013,5,5450,88
2013,4,5655,88
2013,3,16375,88
2013,2,8062,88
2013,1,14999,88
2012,12,12692,88
2012,11,13031,88
2012,10,9014,88
2012,9,7889,88
2012,8,6996,88
2012,7,1581,88
2012,6,18567,88
2012,5,9976,88
2016,8,910,89
2016,7,1032,89
2016,6,887,89
2016,5,728,89
2016,4,1181,89
2016,3,953,89
2016,2,465,89
2016,1,928,89
2015,12,1054,89
2015,11,893,89
2015,10,754,89
2015,9,645,89
2015,8,668,89
2015,7,665,89
2015,6,786,89
2015,5,804,89
2015,4,1008,89
2015,3,1849,89
2015,2,1819,89
2015,1,3066,89
2014,12,2857,89
2014,11,2245,89
2015,3,2,90
2014,12,50,90
2014,11,4,90
2014,10,14,90
2014,9,20,90
2014,8,8,90
2014,7,19,90
2014,6,26,90
2014,5,1,90
2014,3,84,90
2014,1,65,90
2013,12,66,90
2013,11,84,90
2013,10,22,90
2013,9,3,90
2013,8,25,90
2013,7,10,90
2013,6,90,90
2013,5,106,90
2013,4,2,90
2013,3,71,90
2013,1,23,90
2012,7,3013,90
2012,6,2178,90
2012,5,2277,90
2012,4,2131,90
2012,3,2708,90
2012,2,1065,90
2012,1,1565,90
2011,12,1195,90
2011,11,1160,90
2011,10,1325,90
2011,9,1227,90
2011,8,1544,90
2011,7,1251,90
2011,6,1794,90
2011,5,2172,90
2011,4,1876,90
2011,3,3344,90
2011,2,1772,90
2011,1,2923,90
2010,12,1746,90
2010,11,2552,90
2010,10,2210,90
2010,9,2598,90
2010,8,2481,90
2010,7,1663,90
2010,6,2814,90
2010,5,2854,90
2010,4,2194,90
2010,3,2825,90
2010,2,1986,90
2010,1,2974,90
2009,12,2023,90
2009,11,1936,90
2009,10,2152,90
2009,9,3371,90
2009,8,2514,90
2009,7,2534,90
2009,6,2807,90
2009,5,2505,90
2009,4,2795,90
2009,3,2557,90
2009,2,1963,90
2009,1,1070,90
2008,12,2946,90
2008,11,1573,90
2008,10,2024,90
2008,9,2266,90
2008,8,1644,90
2008,7,2766,90
2008,6,2500,90
2008,5,2591,90
2008,4,2614,90
2008,3,2884,90
2008,2,1519,90
2008,1,733,90
2007,12,3065,90
2007,11,2285,90
2007,10,2072,90
2007,9,2558,90
2007,8,1688,90
2007,7,1469,90
2007,6,2662,90
2007,5,1844,90
2007,4,2487,90
2007,3,2545,90
2007,2,1330,90
2007,1,1753,90
2016,8,651,91
2016,7,573,91
2016,6,425,91
2016,5,442,91
2016,4,628,91
2016,3,775,91
2016,2,402,91
2016,1,1020,91
2015,12,1064,91
2015,11,1019,91
2015,10,1030,91
2015,9,1086,91
2015,8,1056,91
2015,7,1059,91
2015,6,1373,91
2015,5,1046,91
2015,4,252,91
2016,8,4482,92
2016,7,4079,92
2016,6,3594,92
2016,5,3175,92
2016,4,1290,92
2016,8,40629,93
2016,7,39079,93
2016,6,37547,93
2016,5,37435,93
2016,4,43946,93
2016,3,46075,93
2016,2,33062,93
2016,1,42188,93
2015,12,42553,93
2015,11,40311,93
2015,10,37541,93
2015,9,30528,93
2015,8,27202,93
2015,7,23088,93
2015,6,23458,93
2015,5,30032,93
2015,4,30767,93
2015,3,31446,93
2015,2,20186,93
2015,1,36117,93
2014,12,31373,93
2014,11,31019,93
2014,10,30373,93
2014,9,27744,93
2014,8,25710,93
2014,7,26543,93
2014,6,24453,93
2014,5,24404,93
2014,4,26372,93
2014,3,25082,93
2014,2,18205,93
2014,1,24600,93
2013,12,23740,93
2013,11,23023,93
2013,10,21220,93
2013,9,21135,93
2013,8,20965,93
2013,7,18959,93
2013,6,14164,93
2013,5,15667,93
2013,4,15413,93
2013,3,16795,93
2013,2,10140,93
2013,1,16621,93
2016,8,1552,94
2016,7,1530,94
2016,6,1501,94
2016,5,2310,94
2016,4,2508,94
2016,3,2231,94
2016,2,1186,94
2016,1,2298,94
2015,12,2566,94
2015,11,1991,94
2015,10,1578,94
2015,9,1373,94
2015,8,1322,94
2015,7,1471,94
2015,6,1850,94
2015,5,2428,94
2015,4,2437,94
2015,3,2421,94
2015,2,1422,94
2015,1,2353,94
2014,12,2393,94
2014,11,2366,94
2014,10,3473,94
2014,9,3000,94
2014,8,3219,94
2014,7,2901,94
2014,6,4760,94
2014,5,5164,94
2014,4,5172,94
2014,3,5500,94
2014,2,3409,94
2014,1,4588,94
2013,12,4958,94
2013,11,4124,94
2013,10,4290,94
2013,9,4687,94
2013,8,4832,94
2013,7,4730,94
2013,6,5294,94
2013,5,6310,94
2013,4,6477,94
2013,3,6127,94
2013,2,3821,94
2013,1,6229,94
2016,8,11875,95
2016,7,10073,95
2016,6,10089,95
2016,5,12476,95
2016,4,10711,95
2016,3,10768,95
2016,2,11022,95
2016,1,17268,95
2015,12,20022,95
2015,11,18077,95
2015,10,16785,95
2015,9,13756,95
2015,8,12645,95
2015,7,10024,95
2015,6,10010,95
2015,5,11074,95
2015,4,14331,95
2015,3,15975,95
2015,2,10561,95
2015,1,15207,95
2014,12,12259,95
2014,11,12007,95
2014,10,11678,95
2014,9,8288,95
2014,8,3859,95
2014,7,1260,95
2016,8,3884,96
2016,7,3636,96
2016,6,3504,96
2016,5,5227,96
2016,4,6757,96
2016,3,7373,96
2016,2,3880,96
2016,1,10463,96
2015,12,11730,96
2015,11,7965,96
2015,10,6138,96
2015,9,4693,96
2015,8,4367,96
2015,7,2544,96
2015,6,3812,96
2015,5,6072,96
2015,4,7401,96
2015,3,7703,96
2015,2,4604,96
2015,1,7542,96
2014,12,6983,96
2014,11,6066,96
8,4118,97,
7,3597,97,
6,4247,97,
5,1919,97,
3,10,97,
2,0,97,
1,67,97,
12,4157,97,
11,3987,97,
10,5594,97,
9,4543,97,
8,4615,97,
7,3497,97,
6,5021,97,
5,5176,97,
4,4917,97,
3,4940,97,
2,1233,97,
1,4518,97,
12,7370,97,
11,6069,97,
10,5897,97,
9,4835,97,
8,5421,97,
7,6186,97,
6,10613,97,
5,10633,97,
4,10832,97,
3,7640,97,
2,8151,97,
1,8818,97,
12,12761,97,
11,12818,97,
10,13281,97,
9,15555,97,
8,7781,97,
7,10934,97,
6,12711,97,
5,9938,97,
4,8062,97,
3,8192,97,
2,6838,97,
1,10458,97,
12,5544,97,
11,5649,97,
10,5173,97,
9,8246,97,
8,11047,97,
7,15167,97,
6,18691,97,
5,16334,97,
4,14128,97,
3,15627,97,
2,15311,97,
1,13298,97,
12,11620,97,
11,13228,97,
10,12548,97,
9,11139,97,
8,10952,97,
7,11552,97,
6,13090,97,
5,3410,97,
4,4119,97,
3,6672,97,
2,3400,97,
1,8349,97,
12,7800,97,
11,6575,97,
10,5636,97,
9,6466,97,
8,6511,97,
7,7962,97,
6,7749,97,
5,6248,97,
4,7340,97,
3,8367,97,
2,5472,97,
1,8491,97,
12,6181,97,
11,6572,97,
10,7123,97,
9,7145,97,
8,5962,97,
7,8323,97,
6,7535,97,
5,7286,97,
4,7458,97,
3,6158,97,
2,4808,97,
1,5731,97,
12,8042,97,
11,6577,97,
10,6877,97,
9,6674,97,
8,4889,97,
7,4379,97,
6,6394,97,
5,5974,97,
4,5170,97,
3,4348,97,
2,3234,97,
1,5656,97,
12,7842,97,
11,5162,97,
10,5205,97,
9,5919,97,
8,5696,97,
7,4476,97,
6,5474,97,
5,4408,97,
4,6915,97,
3,5057,97,
2,3357,97,
1,5369,97,
2016,8,3277,98
2016,6,7309,98
2016,5,6605,98
2016,4,5677,98
2016,3,7631,98
2016,2,4166,98
2016,1,10933,98
2015,12,13574,98
2015,11,10514,98
2015,10,3756,98
2016,8,10130,99
2016,7,10128,99
2016,6,8142,99
2016,5,6049,99
2016,4,4002,99
2016,3,1018,99
2016,8,1593,100
2016,7,689,100
2016,6,888,100
2016,5,1374,100
2016,4,1502,100
2016,3,3886,100
2016,2,496,100
2016,1,382,100
2015,12,7976,100
2015,11,2440,100
2015,10,4177,100
2015,9,4234,100
2015,8,2300,100
2015,7,1917,100
2015,6,3568,100
2015,5,4851,100
2015,4,5378,100
2015,3,6501,100
2015,2,3664,100
2015,1,8125,100
2014,12,8082,100
2014,11,8005,100
2014,10,8203,100
2014,9,6905,100
2014,8,6308,100
2014,7,5408,100
2014,6,4317,100
2014,5,5350,100
2014,4,6393,100
2014,3,7265,100
2014,2,5579,100
2014,1,7629,100
2013,12,5402,100
2013,11,6382,100
2013,10,5214,100
2013,9,6465,100
2013,8,5271,100
2013,7,4425,100
2013,6,4589,100
2013,5,2676,100
2013,4,1067,100
8,1636,101,
7,1358,101,
6,1185,101,
5,1500,101,
4,1641,101,
3,1896,101,
2,903,101,
1,1863,101,
12,2497,101,
11,2214,101,
10,1623,101,
9,2856,101,
8,2921,101,
7,11,101,
6,124,101,
5,52,101,
4,72,101,
3,3,101,
2,5,101,
1,43,101,
12,3,101,
11,47,101,
10,21,101,
9,5,101,
8,3,101,
7,10,101,
6,7,101,
5,23,101,
4,17,101,
3,18,101,
2,18,101,
1,36,101,
12,25,101,
11,43,101,
10,65,101,
9,58,101,
8,31,101,
7,25,101,
6,13,101,
5,21,101,
4,4,101,
3,70,101,
1,26,101,
11,11,101,
10,1,101,
9,14,101,
8,657,101,
7,40,101,
6,14,101,
5,87,101,
4,12,101,
3,13,101,
2,22,101,
1,76,101,
12,29,101,
11,96,101,
10,151,101,
9,582,101,
2016,8,3703,102
2016,7,3580,102
2016,6,2466,102
2016,5,2853,102
2016,4,1863,102
2016,8,10,103
2016,7,39,103
2016,6,202,103
2016,5,61,103
2016,4,3,103
2016,3,1321,103
2016,2,22,103
2016,1,215,103
2015,12,617,103
2015,11,75,103
2015,10,2,103
2015,9,4,103
2015,8,4,103
2015,7,207,103
2015,6,132,103
2015,5,228,103
2015,4,211,103
2015,3,1493,103
2015,2,1111,103
2015,1,386,103
2014,12,760,103
2014,11,911,103
2014,10,749,103
2014,9,1396,103
2014,8,714,103
2014,7,440,103
2014,6,806,103
2014,5,125,103
2014,4,338,103
2014,3,1508,103
2014,2,3005,103
2014,1,2897,103
2013,12,2262,103
2013,11,1063,103
2013,10,2556,103
2013,9,4012,103
2013,8,5096,103
2013,7,5623,103
2013,6,4234,103
2013,5,4504,103
2013,4,5043,103
2013,3,5792,103
2013,2,5411,103
2013,1,5538,103
2016,8,12283,104
2016,7,15587,104
2016,6,14592,104
2016,5,15073,104
2016,4,13820,104
2016,3,13994,104
2016,2,6190,104
2016,1,14447,104
2015,12,13569,104
2015,11,11652,104
2015,10,13068,104
2015,9,10357,104
2015,8,8460,104
2015,7,9583,104
2015,6,12382,104
2015,5,11016,104
2015,4,12670,104
2015,3,8849,104
2015,2,4948,104
2015,1,9145,104
2014,12,11006,104
2014,11,10514,104
2014,10,11016,104
2014,9,9988,104
2014,8,6588,104
2016,8,9180,105
2016,7,9781,105
2016,6,10819,105
2016,5,12928,105
2016,4,11784,105
2016,3,11164,105
2016,2,6980,105
2016,1,4206,105
2015,12,972,105
8,271,106,
7,504,106,
6,148,106,
5,419,106,
4,926,106,
3,470,106,
2,366,106,
1,740,106,
12,757,106,
11,770,106,
10,776,106,
9,605,106,
8,608,106,
7,579,106,
6,569,106,
5,495,106,
4,344,106,
3,275,106,
2,280,106,
1,697,106,
12,171,106,
11,257,106,
10,554,106,
9,559,106,
8,599,106,
7,665,106,
6,515,106,
5,503,106,
4,365,106,
3,474,106,
2,422,106,
1,585,106,
12,578,106,
11,656,106,
10,555,106,
9,487,106,
8,428,106,
7,530,106,
6,586,106,
5,395,106,
4,490,106,
3,411,106,
2,157,106,
1,274,106,
12,312,106,
11,331,106,
10,48,106,
9,330,106,
8,438,106,
2014,12,1,107
2014,11,10,107
2014,7,389,107
2013,12,3,107
2013,11,16,107
2013,10,207,107
2013,9,315,107
2013,7,125,107
2013,6,375,107
2013,5,1,107
2013,3,117,107
2013,2,3,107
2012,12,105,107
2012,11,281,107
2012,10,86,107
2012,9,503,107
2012,8,360,107
2012,7,520,107
2012,6,288,107
2012,5,928,107
2012,4,1042,107
2012,3,465,107
2012,2,295,107
2012,1,5,107
2011,12,434,107
2011,11,266,107
2011,10,341,107
2011,9,106,107
2011,8,69,107
2011,7,509,107
2011,6,130,107
2011,5,71,107
2011,4,2,107
2011,3,475,107
2011,2,413,107
2011,1,748,107
2010,12,1492,107
2010,11,2438,107
2010,10,1685,107
2010,9,757,107
2010,8,583,107
2010,7,490,107
2010,6,1284,107
2010,5,1883,107
2010,4,1056,107
2010,3,1887,107
2010,2,1447,107
2010,1,2202,107
2009,12,2025,107
2009,11,1687,107
2009,10,1825,107
2009,9,1796,107
2009,8,1380,107
2009,7,1202,107
2009,6,1997,107
2009,5,2171,107
2009,4,2291,107
2009,3,2788,107
2009,2,2372,107
2009,1,3406,107
2008,12,2095,107
2008,11,1605,107
2008,10,1753,107
2008,9,1989,107
2008,8,1611,107
2008,7,1567,107
2008,6,2169,107
2008,5,2621,107
2008,4,2895,107
2008,3,4613,107
2008,2,2945,107
2008,1,4361,107
2007,12,2389,107
2007,11,2008,107
2007,10,1785,107
2007,9,1764,107
2007,8,1817,107
2007,7,1854,107
2007,6,1985,107
2007,5,2459,107
2007,4,3074,107
2007,3,4407,107
2007,2,3630,107
2007,1,4606,107
2016,8,5101,108
2016,7,4432,108
2016,6,5996,108
2016,5,5876,108
2016,4,5367,108
2016,3,5716,108
2016,2,4538,108
2016,1,6222,108
2015,12,5642,108
2015,11,5203,108
2015,10,4400,108
2015,9,4935,108
2015,8,3876,108
2015,7,3923,108
2015,6,4397,108
2015,5,4096,108
2015,4,3349,108
2015,3,6947,108
2015,2,3593,108
2015,1,2725,108
2014,12,6525,108
2014,11,4772,108
2014,10,3312,108
2014,9,4196,108
2014,8,3860,108
2014,7,2430,108
2014,6,2734,108
2014,5,2543,108
2014,4,2684,108
2014,3,2459,108
2014,2,2042,108
2014,1,2365,108
2013,12,2857,108
2013,11,2561,108
2013,10,2292,108
2013,9,1848,108
2013,8,2030,108
2013,7,1420,108
2013,6,1672,108
2013,5,1504,108
2013,4,1802,108
2013,3,2013,108
2016,8,44,109
2016,7,129,109
2016,6,129,109
2016,5,105,109
2016,4,195,109
2016,3,246,109
2016,2,61,109
2016,1,141,109
2015,12,244,109
2015,11,470,109
2015,10,160,109
2015,9,358,109
2015,8,582,109
2015,7,561,109
2015,6,693,109
2015,5,571,109
2015,4,870,109
2015,3,511,109
2015,2,302,109
2015,1,482,109
2014,12,540,109
2014,11,562,109
2014,10,672,109
2014,9,841,109
2014,8,460,109
2014,7,747,109
2014,6,617,109
2014,5,748,109
2014,4,913,109
2014,3,1191,109
2014,2,442,109
2014,1,1074,109
2013,12,1946,109
2013,11,1134,109
2013,10,1322,109
2013,9,1582,109
2013,8,1683,109
2013,7,1845,109
2013,6,1299,109
2013,5,1999,109
2013,4,2373,109
2013,3,1961,109
2013,2,1439,109
2013,1,3956,109
2012,12,5944,109
2012,11,3967,109
2012,10,1998,109
2012,9,2164,109
2012,8,1548,109
2012,7,2213,109
2012,6,1782,109
2012,5,2208,109
2012,4,2467,109
2012,3,3265,109
2012,2,2856,109
2012,1,2461,109
2011,12,6533,109
2011,11,6239,109
2011,10,5105,109
2011,9,4722,109
2011,8,2685,109
2011,7,2291,109
2011,6,2808,109
2011,5,3088,109
2011,4,3894,109
2011,3,5225,109
2011,2,2272,109
2011,1,10094,109
2010,12,7269,109
2010,11,7409,109
2010,10,6875,109
2010,9,7692,109
2010,8,7120,109
2010,7,2737,109
7,1,110,
6,348,110,
5,606,110,
4,568,110,
3,369,110,
2,290,110,
1,761,110,
12,109,110,
11,3,110,
9,16,110,
8,29,110,
7,39,110,
6,25,110,
5,15,110,
4,99,110,
3,123,110,
2,8936,110,
1,22640,110,
12,11126,110,
11,13666,110,
10,13050,110,
9,12037,110,
8,9238,110,
7,7551,110,
6,7568,110,
5,8366,110,
4,8350,110,
3,8196,110,
2,6202,110,
1,10319,110,
12,8660,110,
11,8301,110,
10,7007,110,
9,6008,110,
8,4668,110,
7,3500,110,
6,3007,110,
5,4002,110,
4,5088,110,
3,6551,110,
2,4276,110,
1,9009,110,
12,4500,110,
11,5300,110,
10,6618,110,
9,5209,110,
8,4208,110,
7,4001,110,
6,3798,110,
5,5511,110,
4,5707,110,
3,6400,110,
2,6518,110,
1,6008,110,
12,6511,110,
11,6572,110,
10,6518,110,
9,7600,110,
8,5296,110,
7,5003,110,
6,5528,110,
5,6188,110,
4,6717,110,
3,6006,110,
2,3130,110,
1,8008,110,
12,6948,110,
11,5601,110,
10,4100,110,
9,2300,110,
8,976,110,
7,671,110,
6,839,110,
5,942,110,
4,913,110,
3,891,110,
2,1002,110,
1,1303,110,
12,811,110,
11,599,110,
10,619,110,
9,701,110,
8,608,110,
7,601,110,
6,517,110,
5,578,110,
4,558,110,
3,600,110,
2,501,110,
1,465,110,
12,431,110,
11,258,110,
10,268,110,
9,299,110,
8,104,110,
7,407,110,
6,405,110,
5,657,110,
4,669,110,
2016,8,2502,111
2016,7,3032,111
2016,6,3519,111
2016,5,3249,111
2016,4,3145,111
2016,3,3111,111
2016,2,2098,111
2016,1,4012,111
2015,12,5503,111
2015,11,4049,111
2015,10,3212,111
2015,9,3130,111
2015,8,1140,111
2015,7,723,111
2015,6,412,111
2016,7,0,112
2016,5,221,112
2016,4,356,112
2016,3,516,112
2016,2,1,112
2016,1,46,112
2015,12,150,112
2015,11,249,112
2015,10,4,112
2015,9,8,112
2015,8,4,112
2015,7,6,112
2015,6,16,112
2015,5,49,112
2015,4,60,112
2015,3,314,112
2015,2,257,112
2015,1,377,112
2014,12,448,112
2014,11,666,112
2014,10,704,112
2014,9,772,112
2014,8,716,112
2014,7,585,112
2014,6,782,112
2014,5,897,112
2014,4,821,112
2014,3,813,112
2014,2,705,112
2014,1,1100,112
2013,12,1069,112
2013,11,700,112
2013,10,903,112
2013,9,901,112
2013,8,702,112
2013,7,800,112
2013,6,1027,112
2013,5,936,112
2013,4,817,112
2013,3,732,112
2013,2,569,112
2013,1,848,112
2012,12,771,112
2012,11,807,112
2012,10,791,112
2012,9,816,112
2012,8,800,112
2012,7,807,112
2012,6,800,112
2012,5,946,112
2012,4,1038,112
2012,3,1093,112
2012,2,1127,112
2012,1,1029,112
2011,12,893,112
2011,11,947,112
2011,10,651,112
2011,9,933,112
2011,8,598,112
2011,7,681,112
2011,6,809,112
2011,5,939,112
2011,4,910,112
2011,3,1159,112
2011,2,811,112
2011,1,905,112
2010,12,735,112
2010,11,1014,112
2010,10,1478,112
2010,9,1793,112
2010,8,1030,112
2010,7,1024,112
2010,6,1239,112
2010,5,1461,112
2010,4,1591,112
2010,3,1919,112
2010,2,1552,112
2010,1,2428,112
2009,12,1702,112
2016,8,1700,113
2016,7,1505,113
2016,6,1929,113
2016,5,1870,113
2016,8,308,114
2016,7,563,114
2016,6,130,114
2016,5,185,114
2016,4,1041,114
2016,3,617,114
2016,2,370,114
2016,1,307,114
2015,12,1355,114
2015,11,8,114
2015,10,303,114
2015,9,1023,114
2015,8,536,114
2015,7,237,114
2015,6,510,114
2015,5,1271,114
2015,4,1236,114
2015,3,830,114
2015,2,1217,114
2015,1,662,114
2014,12,1832,114
2014,11,822,114
2014,10,788,114
2014,9,1136,114
2014,8,812,114
2014,7,1029,114
2014,6,458,114
2014,5,1010,114
2014,4,1158,114
2014,3,2625,114
2014,2,805,114
2014,1,1211,114
2013,12,3435,114
2013,11,3030,114
2013,10,3102,114
2013,9,2655,114
2013,8,1698,114
2013,7,1678,114
2013,6,1824,114
2013,5,1463,114
2013,4,1121,114
2013,3,1233,114
2013,2,1021,114
2013,1,2449,114
2009,11,4,114
2009,4,2,114
2009,3,1,114
2009,2,8,114
2008,12,154,114
2008,11,140,114
2008,10,511,114
2008,9,440,114
2008,8,870,114
2008,7,2086,114
2008,6,1540,114
2008,5,1265,114
2008,4,2214,114
2008,3,1907,114
2008,2,1125,114
2008,1,954,114
2007,12,2069,114
2007,11,1493,114
2007,10,412,114
2007,9,218,114
2007,8,268,114
2007,7,400,114
2007,6,480,114
2007,5,31,114
2007,4,72,114
2016,8,103,115
2016,7,546,115
2016,6,48,115
2016,5,58,115
2016,4,148,115
2016,8,23318,116
2016,7,27157,116
2016,5,29318,116
2016,4,25638,116
2016,3,30075,116
2016,2,16882,116
2016,1,24555,116
2015,12,30360,116
2015,11,27418,116
2015,10,26310,116
2015,9,21487,116
2015,8,8129,116
2015,7,27018,116
2015,6,25685,116
2015,5,22965,116
2015,4,20181,116
2015,3,18535,116
2015,2,10316,116
2015,1,15897,116
2014,12,29018,116
2014,11,21569,116
2014,10,21480,116
2014,9,20238,116
2014,8,17174,116
2014,7,17659,116
2014,6,8126,116
2014,5,266,116
2014,4,9953,116
2014,3,10484,116
2014,2,7174,116
2014,1,8345,116
2013,12,9406,116
2013,11,8953,116
2013,10,12412,116
2013,9,14199,116
2013,8,15610,116
2013,7,12611,116
2013,6,13226,116
2013,5,14429,116
2013,4,13882,116
2013,3,15857,116
2013,2,7134,116
2013,1,8761,116
2012,12,12813,116
2012,11,9484,116
2012,10,4761,116
2012,9,9145,116
2012,8,11269,116
2012,7,14110,116
2012,6,15191,116
2012,5,16975,116
2012,4,15603,116
2012,3,18450,116
2012,2,14777,116
2012,1,9309,116
2011,12,18481,116
2011,11,16524,116
2011,10,13364,116
2011,9,15548,116
2011,8,20290,116
2011,7,18784,116
2011,6,11110,116
2011,5,2277,116
2011,4,9148,116
2011,3,16797,116
2011,2,9881,116
2011,1,17913,116
2010,12,19036,116
2010,11,17720,116
2010,10,13850,116
2010,9,13098,116
2010,8,13343,116
2010,7,13702,116
2010,6,12390,116
2010,5,11938,116
2010,4,13543,116
2010,3,16562,116
2010,2,12794,116
2010,1,14077,116
2009,12,16518,116
2009,11,14781,116
2009,10,12508,116
2009,9,14081,116
2009,8,14286,116
2009,7,15056,116
2009,6,15208,116
2009,5,9660,116
2009,4,9390,116
2009,3,9830,116
2009,2,15122,116
2009,1,11017,116
2008,12,14398,116
2008,11,13417,116
2008,10,14706,116
2008,9,12299,116
2008,8,11657,116
2008,7,10950,116
2008,6,15639,116
2008,5,15228,116
2008,4,14482,116
2008,3,15457,116
2008,2,12015,116
2008,1,15022,116
2007,12,14893,116
2007,11,16513,116
2007,10,8163,116
2007,9,7478,116
2007,8,7876,116
2007,7,7048,116
2007,6,3771,116
2007,5,102,116
2016,8,3615,117
2016,7,3204,117
2016,6,4813,117
2016,5,5898,117
2016,4,6616,117
2016,3,8088,117
2016,2,5097,117
2016,1,8291,117
2015,12,8513,117
2015,11,7275,117
2015,10,6720,117
2015,9,6314,117
2015,8,4534,117
2015,7,4387,117
2015,6,3785,117
2015,5,5643,117
2015,4,6211,117
2015,3,6360,117
2015,2,3735,117
2015,1,3010,117
2014,12,1246,117
2014,12,710,118
2014,11,870,118
2014,10,898,118
2014,9,849,118
2014,8,957,118
2014,7,818,118
2014,6,1399,118
2014,5,1298,118
2014,4,1019,118
2014,3,1989,118
2014,2,828,118
2014,1,1979,118
2013,12,1754,118
2013,11,1820,118
2013,10,1468,118
2013,9,1085,118
2013,8,1108,118
2013,7,1306,118
2013,6,1209,118
2013,5,1648,118
2013,4,2071,118
2013,3,3642,118
2013,2,1514,118
2013,1,1725,118
2012,12,989,118
2012,11,921,118
2012,10,1222,118
2012,9,1393,118
2012,8,1092,118
2012,7,1360,118
2012,6,1655,118
2012,5,1892,118
2012,4,1044,118
2012,3,1508,118
2012,2,1012,118
2012,1,1753,118
8,436,119,
7,338,119,
6,428,119,
5,476,119,
4,502,119,
3,510,119,
2,501,119,
1,1273,119,
12,174,119,
11,238,119,
10,316,119,
9,486,119,
8,318,119,
7,351,119,
6,396,119,
5,346,119,
4,277,119,
3,1141,119,
2,1397,119,
1,901,119,
12,2462,119,
11,1987,119,
10,2195,119,
9,1870,119,
8,1314,119,
7,1444,119,
6,1970,119,
5,1113,119,
4,883,119,
3,901,119,
2,1083,119,
1,464,119,
12,532,119,
11,455,119,
10,581,119,
9,613,119,
8,551,119,
7,541,119,
6,723,119,
5,790,119,
4,963,119,
3,1208,119,
2,1078,119,
1,1630,119,
12,1476,119,
11,1104,119,
10,938,119,
9,806,119,
8,724,119,
7,331,119,
6,166,119,
5,16,119,
4,72,119,
3,293,119,
2,500,119,
1,249,119,
12,388,119,
11,122,119,
2016,6,6,120
2016,5,94,120
2016,4,10,120
2016,2,3,120
2016,1,23,120
2015,12,40,120
2015,10,10,120
2015,9,10,120
2015,8,50,120
2015,7,18,120
2015,6,310,120
2015,5,73,120
2015,4,90,120
2015,3,267,120
2015,2,69,120
2015,1,172,120
2014,12,267,120
2014,11,326,120
2014,10,202,120
2014,9,42,120
2014,8,225,120
2014,7,308,120
2014,6,172,120
2014,5,789,120
2014,4,440,120
2014,3,584,120
2014,2,109,120
2014,1,293,120
2013,12,1342,120
2013,11,366,120
2013,10,504,120
2013,9,858,120
2013,8,208,120
2013,7,233,120
2013,6,244,120
2013,5,272,120
2013,4,433,120
2013,3,536,120
2013,2,293,120
2013,1,934,120
2012,12,14,120
2012,11,115,120
2012,10,100,120
2012,9,105,120
2012,8,146,120
2012,7,277,120
2012,6,1972,120
2012,5,2175,120
2016,8,420,121
2016,7,476,121
2016,6,453,121
2016,5,435,121
2016,4,500,121
2016,3,700,121
2016,2,553,121
2016,1,461,121
2015,12,584,121
2015,11,520,121
2015,10,470,121
2015,9,430,121
2015,8,413,121
2015,7,310,121
2015,6,400,121
2015,5,250,121
2015,4,370,121
2015,3,506,121
2015,2,3,121
2015,1,28,121
2014,12,419,121
2014,11,483,121
2014,10,292,121
2014,9,457,121
2014,8,451,121
2014,7,470,121
2014,6,628,121
2014,5,705,121
2014,4,751,121
2014,3,746,121
2014,2,450,121
2014,1,610,121
2013,12,817,121
2013,11,455,121
2013,10,513,121
2013,9,607,121
2013,8,791,121
2013,7,424,121
2013,6,542,121
2013,5,618,121
2013,4,783,121
2013,3,602,121
2013,2,111,121
2013,1,161,121
2012,12,396,121
2012,11,384,121
2012,10,291,121
2012,9,340,121
2012,8,319,121
2012,7,292,121
2012,6,352,121
2012,5,405,121
2012,4,350,121
2012,3,508,121
2012,2,413,121
2012,1,314,121
2011,12,100,121
2011,11,106,121
2011,10,107,121
2011,9,298,121
2011,8,214,121
2011,7,206,121
2011,6,333,121
2011,5,304,121
2011,4,436,121
2011,3,420,121
2011,2,300,121
2011,1,349,121
2010,12,201,121
2010,11,300,121
2010,10,221,121
2010,9,302,121
2010,8,252,121
2010,7,213,121
2010,6,146,121
2010,5,212,121
2010,4,655,121
2010,3,622,121
2010,2,608,121
2010,1,802,121
2009,12,512,121
2009,11,875,121
2009,10,704,121
2009,9,781,121
2009,8,723,121
2009,7,582,121
2009,6,502,121
2009,5,460,121
2009,4,477,121
2009,3,456,121
2009,2,249,121
2009,1,203,121
2008,12,121,121
2008,11,104,121
2008,10,183,121
2008,9,87,121
2008,8,225,121
2008,7,300,121
2008,6,277,121
2008,5,200,121
2008,4,301,121
2008,3,350,121
2008,2,100,121
2008,1,301,121
2007,12,101,121
2007,11,173,121
2007,10,200,121
2007,9,102,121
