,0,1,2,3,,,,,,
247,-0.221809683,0.060585587,319,1164.773833,,,,715333.3762,,
248,-0.185081803,0.058740657,429,1159.248268,,,,533262.5336,,
249,-0.243178631,0.056903237,255,1153.745194,,,,807742.9245,,
250,-0.272560935,0.055071677,167,1148.259673,,,,962870.5452,,
251,-0.204781302,0.053249381,370,1142.801896,,,,597222.7699,,
252,-0.216467446,0.051425211,335,1137.338506,,,,643747.079,,
253,-0.039839733,0.049603417,864,1131.882233,,,,71760.89071,,
254,-0.108621035,0.072392145,658,1200.134475,,,,293909.7889,,
255,-0.028821369,0.070504082,897,1194.479725,,,,88494.18666,,
256,0.021262104,0.068621884,1047,1188.842543,,,,20119.30713,,
257,0.023599332,0.066754945,1054,1183.251061,,,,16705.83665,,
258,0.175485279,0.050305858,7879,6217.869085,,,,2759355.916,,
259,-0.062193696,0.048452373,4725,6193.273333,,,,2155826.581,,
260,0.176992438,0.046607782,7899,6168.795612,,,,2993607.223,,
261,-0.016602136,0.044769509,5330,6144.401736,,,,663250.1868,,
262,-0.039510953,0.042937238,5026,6120.087497,,,,1197027.45,,
263,0.055515422,0.041273859,6287,6098.014457,,,,35715.53558,,
264,0.113616402,0.039716096,7058,6077.342943,,,,961688.2631,,
265,0.716555362,0.038164789,15059,6056.757098,,,,81040377.27,,
266,0.355289349,0.060267476,10265,6350.059757,,,,15326757.11,,
267,0.34383494,0.058381287,10113,6325.030019,,,,14348716.58,,
268,0.088974352,0.056500274,6731,6300.068981,,,,185701.5434,,
269,-0.002434841,0.05462532,5518,6275.188339,,,,573334.1808,,
270,-0.261158351,0.053640396,769,2048.656904,,,,1637521.793,,
271,-0.303962779,0.051788353,595,2041.128352,,,,2091287.21,,
272,-0.323642976,0.049939238,515,2033.611696,,,,2306181.484,,
273,-0.206299802,0.048094403,992,2026.112443,,,,1069388.544,,
274,-0.010727846,0.046258901,1787,2018.651128,,,,53662.24499,,
275,-0.265586395,0.044433046,751,2011.229029,,,,1588177.206,,
276,-0.230162041,0.042611051,895,2003.822618,,,,1229487.599,,
277,0.152617787,0.040794761,2451,1996.439399,,,,206625.34,,
278,0.272420985,0.063600311,2938,2089.143961,,,,720556.5751,,
279,0.170821969,0.061710402,2525,2081.461478,,,,196726.4206,,
280,0.120391465,0.059824531,2320,2073.795415,,,,60616.69785,,
281,0.010674368,0.057954242,1874,2066.192688,,,,36938.02935,,
282,0.606644234,0.030335193,2625,927.1935656,,,,2882546.689,,
283,-0.11297559,0.028471774,505,921.7039333,,,,173642.168,,
284,0.108002007,0.026621129,1156,916.2519323,,,,57479.13597,,
285,-0.10075563,0.02478413,541,910.8401336,,,,136781.7244,,
286,-0.152690457,0.022949583,388,905.4355591,,,,267739.5578,,
287,-0.171359839,0.021120159,333,900.0460749,,,,321541.2511,,
288,-0.202588624,0.019294226,241,894.666878,,,,427280.3873,,
289,-0.037958617,0.017471835,726,889.2981121,,,,26666.27343,,
290,-0.126892765,0.040296017,464,956.5381539,,,,242593.8331,,
291,-0.05866466,0.038412644,665,950.9897376,,,,81790.12999,,
292,-0.173735943,0.036533499,326,945.4537745,,,,383722.9788,,
293,-0.119085569,0.034657477,487,939.9270128,,,,205142.8789,,
294,0.125155421,0.046672344,15017,12891.91372,,,,4515991.712,,
295,-0.180639165,0.0448076,6737,12841.42204,,,,37263968.43,,
296,-0.110949022,0.042945948,8624,12791.0141,,,,17364006.47,,
297,-0.004918073,0.04108528,11495,12740.63278,,,,1551601.025,,
298,-0.035645259,0.0392303,10663,12690.40551,,,,4110373.097,,
299,0.384416048,0.037389828,22037,12640.57104,,,,88292877.18,,
300,0.194254656,0.035556436,16888,12590.92828,,,,18464825.37,,
301,0.573174035,0.03373079,27148,12541.49526,,,,213349980.8,,
302,0.320265662,0.056614128,20300,13161.1074,,,,50963787.54,,
303,0.339174699,0.054736803,20812,13110.27508,,,,59316566.79,,
304,0.233402273,0.052860477,17948,13059.46981,,,,23897727.43,,
305,0.181993328,0.050988575,16556,13008.78431,,,,12582739.16,,
306,-0.289428447,0.043755208,5,1392.043557,,,,1923889.828,,
307,-0.289428447,0.041897964,5,1384.311849,,,,1902501.176,,
308,-0.103264623,0.040050422,780,1376.620532,,,,355956.0589,,
309,0.181866292,0.038210848,1967,1368.962384,,,,357648.9906,,
310,-0.23442004,0.036377364,234,1361.32959,,,,1270872.004,,
311,-0.254597796,0.03454917,150,1353.718821,,,,1448938.999,,
312,-0.044893256,0.032729043,1023,1346.141631,,,,104420.5139,,
313,-0.172205291,0.053715269,493,1433.50729,,,,884553.962,,
314,-0.289188236,0.05182934,6,1425.656168,,,,2015423.635,,
315,-0.225292007,0.049947491,272,1417.822028,,,,1312908.121,,
316,-0.223610527,0.048072522,279,1410.016535,,,,1279198.401,,
317,0.103954296,0.042702085,6265,5718.20151,,,,298988.5882,,
318,0.006161084,0.040838034,5392,5701.561134,,,,95828.0954,,
319,-0.00011202,0.03897927,5336,5684.967943,,,,121778.6251,,
320,0.195810463,0.037130883,7085,5668.467395,,,,2006564.621,,
321,0.000224039,0.035288758,5339,5652.022744,,,,97983.23856,,
322,0.214517755,0.033452815,7252,5635.633279,,,,2612641.376,,
323,-0.116052425,0.031625976,4301,5619.325084,,,,1737981.026,,
324,0.438333147,0.029805677,9250,5603.075275,,,,13300059.95,,
325,0.390164669,0.052665979,8820,5807.149197,,,,9077269.959,,
326,0.120869273,0.05078008,6416,5790.313777,,,,391483.2498,,
327,0.024532318,0.048899678,5556,5773.527428,,,,47318.18179,,
328,-0.07874986,0.047025539,4634,5756.796989,,,,1260673.079,,
329,-0.285195277,0.05258672,57,428.8979793,,,,138308.107,,
330,-0.228882834,0.050699326,119,426.8199577,,,,94753.12638,,
331,-0.164396004,0.048821904,190,424.7529166,,,,55108.93187,,
332,-0.036330609,0.046951852,331,422.6939892,,,,8407.787654,,
333,0.714804723,0.04508559,1158,420.6392351,,,,543700.8976,,
334,-0.022502713,0.019530394,849,1067.824355,,,,47884.09852,,
335,-0.064185387,0.017687803,632,1058.231825,,,,181673.569,,
336,-0.060343666,0.015858273,652,1048.70729,,,,157376.6742,,
337,-0.009056689,0.014030958,919,1039.19429,,,,14446.66727,,
338,0.04261446,0.012206066,1188,1029.693902,,,,25060.82056,,
339,0.143267552,0.010385938,1712,1020.218319,,,,478561.8948,,
340,0.198588336,0.033163123,2000,1138.796342,,,,741671.7399,,
341,0.080647499,0.031281923,1386,1129.002812,,,,66047.55462,,
342,0.075653261,0.029407964,1360,1119.246983,,,,57962.01527,,
343,-0.005022882,0.027543752,940,1109.541895,,,,28744.45412,,
344,-0.074674238,0.039086248,6335,8209.203994,,,,3512640.611,,
345,-0.064355573,0.037228017,6505,8178.589652,,,,2800902.324,,
346,-0.125721279,0.035376143,5494,8148.080024,,,,7044140.772,,
347,-0.132094571,0.033536586,5389,8117.773314,,,,7446203.799,,
348,-0.146662098,0.031707192,5149,8087.634053,,,,8635570.098,,
349,-0.1773753,0.029881646,4643,8057.558177,,,,11659207.54,,
350,-0.254340398,0.028058604,3375,8027.523565,,,,21645975.53,,
351,-0.133247834,0.026239695,5370,7997.557035,,,,6904055.972,,
352,0.054430466,0.049049407,8462,8373.34705,,,,7859.345466,,
353,-0.157162857,0.047163452,4976,8342.275944,,,,11331813.73,,
354,0.003929708,0.04528238,7630,8311.285281,,,,464149.6344,,
355,-0.074856332,0.043406575,6332,8280.381394,,,,3796190.058,,
356,-0.382766233,0.051490265,774,2827.164724,,,,4215485.384,,
357,-0.35442444,0.048296874,908,2812.06637,,,,3625468.741,,
358,-0.316776385,0.046711454,1086,2804.570504,,,,2953484.577,,
359,-0.350194321,0.045131034,928,2797.098279,,,,3493528.377,,
360,-0.307470125,0.043559155,1130,2789.666437,,,,2754492.681,,
361,-0.463138484,0.041992344,394,2782.258552,,,,5703778.91,,
362,-0.103578416,0.04043296,2094,2774.885787,,,,463605.4552,,
363,-0.221175709,0.060317444,1538,2868.899627,,,,1771293.817,,
364,-0.095964203,0.058564212,2130,2860.610344,,,,533791.4747,,
365,0.037496034,0.056947698,2761,2852.967465,,,,8458.014649,,
366,-0.135304304,0.055335141,1944,2845.343297,,,,812419.739,,
367,0.507302534,0.066032974,1185,888.9081258,,,,87670.39794,,
368,0.031892697,0.064177488,866,887.6630945,,,,469.2896645,,
369,0.064679583,0.062325034,888,886.4200981,,,,2.496089924,,
370,-0.111177347,0.060480238,770,885.1822397,,,,13266.94833,,
371,-0.492697466,0.058645409,514,883.9510697,,,,136863.794,,
372,-0.284446556,0.041892034,0,869.3660023,,,,755797.2459,,
373,-0.280317427,0.03083087,11,839.8990637,,,,687073.6578,,
374,-0.244281391,0.053656666,107,900.7069838,,,,629970.7761,,
375,-0.279942051,0.051787783,12,895.7282802,,,,780975.6732,,
376,-0.281068178,0.049918947,9,890.7496994,,,,777482.5324,,
377,-0.255542652,0.048053822,77,885.7810058,,,,654126.7154,,
378,-0.107209051,0.05709293,1230,1872.092142,,,,412282.3192,,
379,-0.26790506,0.055234255,602,1864.82844,,,,1594735.669,,
380,-0.364885612,0.053384942,223,1857.601326,,,,2671921.497,,
381,-0.299634845,0.051548161,478,1850.423185,,,,1883545.398,,
382,-0.249737199,0.049718599,673,1843.273257,,,,1369539.496,,
383,-0.272766882,0.047894296,583,1836.143884,,,,1570369.593,,
384,-0.325735152,0.046075909,376,1829.037623,,,,2111318.335,,
385,-0.131262276,0.044260296,1136,1821.94221,,,,470516.7149,,
386,0.217509475,0.067047358,2499,1910.994049,,,,345750.9987,,
387,0.061675288,0.065159809,1890,1903.617508,,,,185.4365313,,
388,0.033272013,0.063277413,1779,1896.261101,,,,13750.16592,,
389,-0.008181416,0.061408263,1617,1888.956464,,,,73960.31823,,
390,-0.222178484,0.054723169,107,1194.115891,,,,1181820.959,,
391,-0.2392442,0.052873898,40,1186.855651,,,,1315277.885,,
392,-0.243574306,0.051027746,23,1179.607659,,,,1337741.277,,
393,-0.187282916,0.049188716,244,1172.387627,,,,861903.5852,,
394,-0.163594683,0.04735893,337,1165.203886,,,,685921.6771,,
395,-0.210461724,0.045531273,153,1158.028506,,,,1010082.298,,
396,-0.244847867,0.043707039,18,1150.866562,,,,1283386.648,,
397,-0.230329273,0.04188261,75,1143.703855,,,,1142127.93,,
398,-0.22294262,0.064665631,104,1233.149994,,,,1274979.709,,
399,-0.216829528,0.062782243,128,1225.755815,,,,1205067.829,,
400,-0.183207521,0.060905822,260,1218.388986,,,,918509.448,,
401,-0.197471403,0.059037671,204,1211.054623,,,,1014159.014,,
402,-0.093203412,0.041157789,486,828.7554245,,,,117481.281,,
403,-0.079483303,0.0392971,521,824.0088066,,,,91814.33685,,
404,-0.123387654,0.037441806,409,819.2759521,,,,168326.3568,,
405,-0.023034851,0.035590953,665,814.5544247,,,,22366.52596,,
406,0.041645666,0.0337482,830,809.8535639,,,,405.8788868,,
407,0.151014541,0.031913447,1109,805.1731082,,,,92310.78016,,
